parliament,member,birthPlace,coordinates,start,end,party
52,Barbara Roche,Bethnal Green,(-0.066 51.5275),1997,2001,Labour Party
52,Ben Chapman,Kirkby Stephen,(-2.3479 54.4716),1997,2001,Labour Party
52,Edward O'Hara,Bootle,(-2.994166666 53.45),1997,2001,Labour Party
52,Elliot Morley,Liverpool,(-2.991666666 53.407222222),1997,2001,Labour Party
52,Eric Illsley,Kendray,(-1.459 53.545),1997,2001,Labour Party
52,Eric Martlew,Ince-in-Makerfield,(-2.599 53.5402),1997,2001,Labour Party
52,Ernie Ross,Dundee,(-2.97 56.460555555),1997,2001,Labour Party
52,Fiona Jones,Liverpool,(-2.991666666 53.407222222),1999,2001,Labour Party
52,Frank Cook,Hartlepool,(-1.216666666 54.683333333),1997,2001,Labour Party
52,Fraser Kemp,Washington,(-1.52 54.9),1997,2001,Labour Party
52,Andy Reed,Kettering,(-0.733333333 52.4),1997,2001,Labour Party
52,Ann Cryer,Lytham St Annes,(-2.997 53.7426),1997,2001,Labour Party
52,Ann Keen,Hawarden,(-3.02 53.182),1997,2001,Labour Party
53,Anne Moffat,Dunfermline,(-3.461666666 56.071388888),2001,2005,Labour Party
52,John Gunnell,Birmingham,(-1.9025 52.48),1997,2001,Labour Party
53,James Plaskitt,Grimsby,(-0.08 53.5675),2001,2005,Labour Party
52,Maria Fyfe,Gorbals,(-4.25211 55.8486),1997,2001,Labour Party
52,Jim Marshall,Sheffield,(-1.470277777 53.380833333),1997,2001,Labour Party
52,Teresa Gorman,Putney,(-0.2211 51.4649),1997,2001,Conservative Party
52,John Major,London,(-0.1275 51.507222222),1997,2001,Conservative Party
52,Peter Lilley,Hayes,(0.0192 51.378),1997,2001,Conservative Party
53,Siôn Simon,Doncaster,(-1.1325 53.522777777),2001,2005,Labour Party
52,Stephen Hesford,Lowton,(-2.5698 53.4712),1997,2001,Labour Party
52,Stephen Ladyman,Ormskirk,(-2.8869 53.5665),1997,2001,Labour Party
52,Syd Rapson,Isle of Wight,(-1.266666666 50.666666666),1997,2001,Labour Party
52,Sylvia Heal,Shotton,(-3.042 53.209),1997,2001,Labour Party
53,David Cairns,Greenock,(-4.766666666 55.95),2001,2005,Labour Party
52,Tony Blair,Edinburgh,(-3.189166666 55.953333333),1997,2001,Labour Party
52,Gordon Brown,Giffnock,(-4.290555555 55.798333333),1997,2001,Labour Party
52,Alun Michael,Bryngwran,(-4.453829709 53.262534044),1997,2001,Labour Party
53,Paul Stinchcombe,Haslemere,(-0.7117 51.0899),2001,2005,Labour Party
53,Sue Doughty,York,(-1.083333333 53.95),2001,2005,Liberal Democrats
53,David Cameron,Marylebone,(-0.147 51.5177),2001,2005,Conservative Party
52,William Hague,Rotherham,(-1.357222222 53.43),1997,2001,Conservative Party
52,Tom Levitt,Crewe,(-2.44 53.099),1997,2001,Labour Party
52,Tommy Graham,Renfrewshire,(-4.389464 55.877277),1998,2001,Labour Party
53,Tony McWalter,Worksop,(-1.122777777 53.309722222),2001,2005,Labour Party
52,Alex Salmond,Linlithgow,(-3.610555555 55.975277777),1997,2001,Scottish National Party
52,Martin McGuinness,Derry,(-7.341666666 54.991666666),1997,2001,Sinn Féin
52,Martin Bell,Redisham,(1.52 52.4),1997,2001,
